,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8
6983,water,10966,373103.396929,2381864.14699,0.08799999952316284,0.0925000011920929,0.09790000319480896,0.07940000295639038,0.056299999356269836,0.1527000069618225,0.18369999527931213,0.20440000295639038
6984,water,10967,373108.159439,2381864.25283,0.09910000115633011,0.1136000007390976,0.12720000743865967,0.11140000075101852,0.0820000022649765,0.040300000458955765,0.019999999552965164,0.0
6985,water,10970,373111.122778,2381868.38033,0.10459999740123749,0.11180000007152557,0.13220000267028809,0.11680000275373459,0.0860000029206276,0.016899999231100082,0.006899999920278788,0.0
6986,water,10971,373109.270691,2381870.39117,0.08320000022649765,0.0934000015258789,0.10499999672174454,0.0812000036239624,0.05550000071525574,0.20170000195503235,0.3107999861240387,0.28949999809265137
6987,water,10972,373107.418604,2381870.54992,0.08320000022649765,0.08980000019073486,0.09000000357627869,0.07410000264644623,0.04179999977350235,0.2168000042438507,0.3158999979496002,0.3158999979496002
6988,water,10973,373327.912212,2381532.44217,0.09040000289678574,0.09889999777078629,0.11209999769926071,0.08590000122785568,0.057100001722574234,0.1753000020980835,0.21150000393390656,0.16840000450611115
6989,water,10974,373329.340965,2381532.38926,0.09040000289678574,0.09889999777078629,0.11209999769926071,0.08590000122785568,0.057100001722574234,0.1753000020980835,0.21150000393390656,0.16840000450611115
6990,water,10975,373331.563469,2381532.38926,0.10540000349283218,0.11640000343322754,0.12639999389648438,0.11379999667406082,0.0803999975323677,0.031300000846385956,0.01860000006854534,0.0
6991,water,10976,373333.997641,2381532.70676,0.10700000077486038,0.1136000007390976,0.12790000438690186,0.10970000177621841,0.08839999884366989,0.04479999840259552,0.02370000071823597,0.0
6992,water,10977,373333.891807,2381534.55884,0.10459999740123749,0.11729999631643295,0.13220000267028809,0.11680000275373459,0.0868000015616417,0.037300001829862595,0.034699998795986176,0.0
6993,water,10978,373331.351802,2381534.40009,0.1006999984383583,0.10899999737739563,0.11999999731779099,0.11140000075101852,0.0835999995470047,0.05920000001788139,0.058800000697374344,0.0
6994,water,10980,373330.028883,2381536.3051,0.09589999914169312,0.10440000146627426,0.11140000075101852,0.09719999879598618,0.07159999758005142,0.11800000071525574,0.1340000033378601,0.10130000114440918
6995,water,10981,373327.330127,2381534.66468,0.08720000088214874,0.07880000025033951,0.08429999649524689,0.062199998646974564,0.030500000342726707,0.1979999989271164,0.37070000171661377,0.31949999928474426
6996,water,10982,373335.902644,2381540.48552,0.10379999876022339,0.10809999704360962,0.12139999866485596,0.1120000034570694,0.07959999889135361,0.07199999690055847,0.08730000257492065,0.0
6997,water,10983,373333.785973,2381539.95636,0.08560000360012054,0.0851999968290329,0.09290000051259995,0.0681999996304512,0.04820000007748604,0.19949999451637268,0.3107999861240387,0.31949999928474426
6998,water,10985,373338.283899,2381542.44344,0.10540000349283218,0.11909999698400497,0.12639999389648438,0.1054999977350235,0.0868000015616417,0.051600001752376556,0.019999999552965164,0.0
6999,water,10986,373337.913482,2381544.34845,0.09189999848604202,0.09799999743700027,0.1136000007390976,0.09189999848604202,0.06589999794960022,0.16850000619888306,0.25529998540878296,0.20679999887943268
7000,water,10988,373339.712652,2381541.96719,0.10540000349283218,0.11909999698400497,0.12639999389648438,0.1054999977350235,0.0868000015616417,0.051600001752376556,0.019999999552965164,0.0
7001,water,10989,373339.712652,2381540.11511,0.10379999876022339,0.12370000034570694,0.1307000070810318,0.11379999667406082,0.0940999984741211,0.0364999994635582,0.0,0.0
7002,water,10990,373337.648898,2381540.43261,0.10379999876022339,0.10809999704360962,0.12139999866485596,0.1120000034570694,0.07959999889135361,0.07199999690055847,0.08730000257492065,0.0
7003,water,10991,373337.11973,2381537.41635,0.09830000251531601,0.11640000343322754,0.12860000133514404,0.11140000075101852,0.08839999884366989,0.043299999088048935,0.004699999932199717,0.0
7004,water,10992,373335.63806,2381536.19926,0.10300000011920929,0.11909999698400497,0.12790000438690186,0.11559999734163284,0.0835999995470047,0.046300001442432404,0.02879999950528145,0.0
7005,water,10993,373336.008478,2381534.55884,0.1023000031709671,0.1136000007390976,0.13359999656677246,0.11680000275373459,0.0892999991774559,0.04410000145435333,0.01640000008046627,0.0
7006,water,10994,373341.458905,2381543.07844,0.10700000077486038,0.11729999631643295,0.12790000438690186,0.11259999871253967,0.09009999781847,0.03880000114440918,0.006899999920278788,0.0
7007,water,10995,373343.258076,2381543.07844,0.10779999941587448,0.12189999967813492,0.13289999961853027,0.11969999969005585,0.09809999912977219,0.0478999987244606,0.039000000804662704,0.0
7008,water,10997,373343.575576,2381546.25345,0.10459999740123749,0.11640000343322754,0.1256999969482422,0.11559999734163284,0.08760000020265579,0.040300000458955765,0.004699999932199717,0.0
7009,water,11001,373353.629763,2381560.06473,0.10620000213384628,0.120899997651577,0.1307000070810318,0.12269999831914902,0.10209999978542328,0.040300000458955765,0.019999999552965164,0.0
7010,water,11002,373352.04226,2381560.48806,0.10620000213384628,0.120899997651577,0.1307000070810318,0.12269999831914902,0.10209999978542328,0.040300000458955765,0.019999999552965164,0.0
7011,water,11003,373351.777676,2381562.28723,0.09510000050067902,0.10080000013113022,0.11569999903440475,0.10019999742507935,0.06750000268220901,0.14970000088214874,0.23340000212192535,0.14079999923706055
7012,water,11004,373349.502255,2381562.28723,0.08479999750852585,0.0851999968290329,0.09709999710321426,0.07649999856948853,0.04340000078082085,0.2696000039577484,0.413100004196167,0.45739999413490295
7013,water,11007,373347.332667,2381558.63598,0.09830000251531601,0.09889999777078629,0.10499999672174454,0.0989999994635582,0.06909999996423721,0.1437000036239624,0.16689999401569366,0.14800000190734863
7014,water,11008,373347.650168,2381556.25472,0.09749999642372131,0.11729999631643295,0.12430000305175781,0.11089999973773956,0.093299999833107,0.04560000076889992,0.006899999920278788,0.0
7015,water,11009,373357.704355,2381570.59517,0.1023000031709671,0.11999999731779099,0.1307000070810318,0.11089999973773956,0.08760000020265579,0.06599999964237213,0.006200000178068876,0.0
7016,water,11010,373357.651438,2381568.90183,0.10700000077486038,0.11540000140666962,0.12860000133514404,0.12030000239610672,0.0828000009059906,0.03799999877810478,0.0,0.0
7017,water,11011,373359.344775,2381568.58433,0.11020000278949738,0.11819999665021896,0.14000000059604645,0.12150000035762787,0.09730000048875809,0.058400001376867294,0.041200000792741776,0.0
7018,water,11012,373359.450608,2381570.27767,0.10700000077486038,0.11270000040531158,0.12639999389648438,0.120899997651577,0.08760000020265579,0.0478999987244606,0.025200000032782555,0.0
7019,water,11015,373355.48185,2381572.71184,0.08799999952316284,0.09070000052452087,0.09070000052452087,0.0812000036239624,0.04899999871850014,0.19949999451637268,0.28529998660087585,0.302700012922287
7020,water,11017,373355.48185,2381576.57476,0.08799999952316284,0.08240000158548355,0.0892999991774559,0.0723000019788742,0.04100000113248825,0.2493000030517578,0.4196999967098236,0.46700000762939453
7021,water,11018,373357.598521,2381576.20434,0.09510000050067902,0.09709999710321426,0.10209999978542328,0.0877000018954277,0.06109999865293503,0.17910000681877136,0.25529998540878296,0.3003000020980835
7022,water,11019,373358.127689,2381574.24642,0.1014999970793724,0.11640000343322754,0.12290000170469284,0.11739999800920486,0.0843999981880188,0.041099999099969864,0.009100000374019146,0.0
