,CLASS_NAME,num,x,y,Entropy,Alpha,Anisotropy,HA,H(1-A),(1-H)A,(1-H)(1-A)
3914,mulan,1391,370985.6658,2385551.426,0.66564536,16.87477,0.6530033,11.232612,-10.566966,5.6421576,-5.3078027
3915,mulan,1393,371319.1658,2385549.926,0.7660195,20.284538,0.5535424,15.538352,-14.772333,4.746186,-4.5122056
3916,mulan,1394,371102.6658,2385549.426,0.70061356,20.912321,0.62081945,14.651456,-13.950842,6.260865,-5.961479
3917,mulan,1397,371175.1658,2385547.926,0.7091159,20.13675,0.6126309,14.279289,-13.570173,5.8574595,-5.5665755
3918,mulan,1398,371123.1658,2385547.426,0.67111295,19.643898,0.6481211,13.183274,-12.512161,6.4606237,-6.1317368
3919,mulan,1399,371694.3032,2385547.226,0.7297406,22.419083,0.59211785,16.360115,-15.630375,6.0589676,-5.788708
3920,mulan,1400,371334.6658,2385546.426,0.7585233,21.314438,0.5617972,16.167498,-15.408974,5.14694,-4.9054637
3921,mulan,1401,370859.1658,2385545.926,0.72127616,18.537432,0.60065144,13.370607,-12.649331,5.166824,-4.8881
3922,mulan,1402,371286.1658,2385543.926,0.8063297,26.016014,0.50619745,20.977486,-20.171156,5.0385284,-4.844858
3923,mulan,1403,371137.6658,2385543.426,0.69799215,20.04088,0.6233141,13.988377,-13.290385,6.052503,-5.7504954
3924,mulan,1404,371148.277,2385544.59,0.72013885,20.234041,0.60178566,14.57132,-13.85118,5.662722,-5.382861
3925,mulan,1408,371354.6658,2385539.426,0.7779767,23.787996,0.5400397,18.506506,-17.72853,5.28149,-5.0594664
3926,mulan,1409,371024.6658,2385537.426,0.7416739,22.17998,0.57979995,16.450312,-15.708637,5.7296677,-5.4713416
3927,mulan,1412,371081.6658,2385536.926,0.7261843,23.043581,0.5957232,16.733887,-16.007702,6.3096943,-6.035878
3928,mulan,1413,371099.348,2385537.64,0.70568824,20.807377,0.6159502,14.683521,-13.977833,6.1238556,-5.829544
3929,mulan,1414,371283.3984,2385534.164,0.77682036,23.849463,0.5413642,18.526749,-17.749928,5.3227143,-5.099535
3930,mulan,1415,371271.1658,2385536.426,0.790411,24.932049,0.525531,19.706566,-18.916155,5.2254834,-5.0158944
3931,mulan,1417,371006.6658,2385535.426,0.7488266,22.168251,0.5722479,16.600176,-15.85135,5.5680747,-5.316901
3932,mulan,1418,371049.6658,2385535.426,0.72857153,21.93284,0.59330624,15.979643,-15.251072,5.953197,-5.681769
3933,mulan,1423,371700.8032,2385532.226,0.70796335,22.212255,0.6137498,15.725463,-15.017499,6.4867926,-6.194756
3934,mulan,1424,371142.1658,2385531.926,0.7145071,22.365685,0.60735965,15.98044,-15.265933,6.385244,-6.099751
3935,mulan,1425,371273.1658,2385531.426,0.7630874,23.103415,0.55679,17.629925,-16.866837,5.47349,-5.2365775
3936,mulan,1426,371281.3534,2385529.677,0.77682036,23.849463,0.5413642,18.526749,-17.749928,5.3227143,-5.099535
3937,mulan,1427,371324.6658,2385530.426,0.74293596,24.215103,0.57847685,17.99027,-17.247335,6.2248325,-5.967768
3938,mulan,1429,370838.1658,2385529.426,0.6739316,17.415207,0.6455834,11.736658,-11.062727,5.678549,-5.3524804
3939,mulan,1430,371128.1658,2385529.426,0.6649627,20.697815,0.65360904,13.763275,-13.098312,6.93454,-6.5995026
3940,mulan,1431,371148.1102,2385526.515,0.7023757,21.065147,0.61913466,14.795648,-14.093272,6.2694993,-5.971875
3941,mulan,1432,371092.6658,2385528.926,0.7309727,20.64576,0.5908618,15.091487,-14.360514,5.5542727,-5.2852454
3942,mulan,1434,371294.3404,2385527.172,0.7596017,21.677402,0.56061924,16.466192,-15.706591,5.2112103,-4.9708123
3943,mulan,1435,370829.6658,2385527.426,0.6617831,17.9013,0.6564201,11.846778,-11.184995,6.0545225,-5.7163053
3944,mulan,1436,371368.1658,2385527.426,0.7749866,25.589663,0.5434562,19.831646,-19.05666,5.758016,-5.533003
3945,mulan,1438,371077.6658,2385526.426,0.71272564,20.520418,0.6091084,14.625428,-13.912703,5.89499,-5.6077156
3946,mulan,1440,371140.2533,2385520.949,0.7199654,23.360905,0.6019584,16.819042,-16.099077,6.5418615,-6.261827
3947,mulan,1441,371271.6658,2385521.926,0.72060716,20.491558,0.601319,14.766363,-14.045756,5.7251945,-5.4458017
3948,mulan,1443,371311.6658,2385521.926,0.741188,22.529854,0.5803083,16.698856,-15.957669,5.830997,-5.5721846
3949,mulan,1448,371097.6658,2385517.426,0.73903334,20.466846,0.5825554,15.125682,-14.386648,5.3411646,-5.080198
3950,mulan,1450,371301.1658,2385516.426,0.7315915,20.596397,0.59022963,15.06815,-14.336558,5.528248,-5.259839
3951,mulan,1451,370996.2942,2385514.702,0.7611316,22.293568,0.55894274,16.968338,-16.207207,5.325229,-5.086361
3952,mulan,1452,370981.6658,2385515.426,0.75065243,21.022179,0.57029915,15.78035,-15.029697,5.241829,-4.9924817
3953,mulan,1453,371027.6658,2385515.426,0.7594819,23.024141,0.5607503,17.48642,-16.726936,5.5377226,-5.2972045
3954,mulan,1456,371013.1658,2385514.926,0.7709499,23.232798,0.54802597,17.911324,-17.140373,5.3214746,-5.0924244
3955,mulan,1457,371137.1658,2385514.926,0.73721874,25.091902,0.58443904,18.49822,-17.761002,6.593682,-6.3309
3956,mulan,1458,371725.8032,2385514.726,0.7633265,28.197056,0.556526,21.523561,-20.760235,6.6734953,-6.4368215
3957,mulan,1460,371284.6658,2385514.426,0.71941835,21.337109,0.60250264,15.350307,-14.630889,5.986801,-5.7062197
3958,mulan,1463,370957.1658,2385511.426,0.8033772,26.634167,0.5098515,21.397282,-20.593904,5.236884,-5.0402613
3959,mulan,1465,371322.1658,2385510.926,0.74869543,22.881187,0.57238764,17.13104,-16.382345,5.750147,-5.4988422
3960,mulan,1466,370938.1658,2385510.426,0.83530015,28.280457,0.46849954,23.62267,-22.787369,4.657787,-4.4930873
3961,mulan,1467,371304.6658,2385510.426,0.72183394,20.641365,0.60009414,14.899638,-14.177804,5.741727,-5.463561
3962,mulan,1471,371317.1658,2385506.926,0.7273156,21.018154,0.5945795,15.286832,-14.559516,5.731323,-5.458638
3963,mulan,1472,370970.1658,2385504.926,0.7661079,21.385836,0.5534441,16.383858,-15.61775,5.0019774,-4.7680855
3964,mulan,1474,371303.1658,2385501.426,0.7150722,20.152473,0.6068035,14.410474,-13.695401,5.7419996,-5.457072
3965,mulan,1475,371328.1658,2385501.426,0.74344224,23.028809,0.57794493,17.120588,-16.377148,5.90822,-5.651662
3966,mulan,1476,371376.6658,2385501.426,0.7327951,23.6127,0.5889975,17.30327,-16.570477,6.3094287,-6.0422235
3967,mulan,1477,371010.6658,2385499.926,0.7549163,24.683378,0.56571394,18.633884,-17.87897,6.0494933,-5.8044095
3968,mulan,1479,371092.1658,2385497.426,0.7182723,21.855541,0.6036408,15.698231,-14.979959,6.157311,-5.875583
3969,mulan,1482,370975.6658,2385490.926,0.76501864,22.229822,0.5546537,17.006227,-16.241209,5.2235937,-4.9886127
3970,mulan,1483,371245.6658,2385490.426,0.6156301,19.067968,0.69534844,11.738815,-11.123185,7.329153,-6.944783
3971,mulan,1485,371264.1658,2385488.926,0.6643413,20.993364,0.65415984,13.946758,-13.282417,7.046606,-6.710947
3972,mulan,1486,371313.6658,2385488.926,0.7332789,21.381914,0.5885012,15.6789055,-14.945627,5.703008,-5.436287
3973,mulan,1487,371087.6658,2385487.926,0.7434538,23.857927,0.5779328,17.737267,-16.993813,6.120661,-5.8641143
3974,mulan,1488,371101.1658,2385481.926,0.7658721,25.40442,0.5537063,19.456537,-18.690666,5.947883,-5.713755
3975,mulan,1489,371004.6658,2385479.926,0.79688066,28.716412,0.5177808,22.883553,-22.086672,5.8328586,-5.6297393
3976,mulan,1490,371313.1658,2385479.926,0.75442123,25.023573,0.56624883,18.878315,-18.123894,6.145258,-5.899679
3977,mulan,1491,371253.6658,2385479.426,0.69529545,20.316341,0.62586594,14.12586,-13.430564,6.1904817,-5.885777
3978,mulan,1492,370953.1658,2385477.926,0.7558675,20.934175,0.5646845,15.8234625,-15.0675955,5.110713,-4.8665805
3979,mulan,1494,370931.6658,2385475.926,0.7520248,23.69076,0.5688286,17.81604,-17.064014,5.87472,-5.626745
3980,mulan,1495,371276.1658,2385474.926,0.70018476,20.148674,0.62122846,14.107795,-13.40761,6.0408792,-5.741064
3981,mulan,1496,371312.1658,2385473.926,0.7737785,26.802433,0.54482895,20.739147,-19.965368,6.063287,-5.837065
3982,mulan,1497,371086.1658,2385469.426,0.7585919,25.433786,0.56172234,19.293863,-18.535273,6.139922,-5.8985143
3983,mulan,1498,371366.1658,2385466.926,0.707135,20.626638,0.61455214,14.585818,-13.878683,6.04082,-5.747955
3984,mulan,1501,371409.6658,2385464.426,0.68793076,20.712929,0.6327616,14.249061,-13.561131,6.4638677,-6.1517987
3985,mulan,1503,371333.1658,2385462.926,0.7792587,27.21417,0.5385664,21.20688,-20.427622,6.007291,-5.7865496
3986,mulan,1504,371245.6658,2385461.426,0.7394742,23.213861,0.58209664,17.166052,-16.426577,6.0478106,-5.7872844
3987,mulan,1505,371398.6658,2385461.426,0.7366055,20.414717,0.58507377,15.037593,-14.300987,5.3771234,-5.113729
3988,mulan,1506,371090.6658,2385458.926,0.78576654,25.168282,0.5310084,19.776394,-18.990627,5.391888,-5.1776547
3989,mulan,1507,371406.6658,2385458.926,0.6978923,19.977547,0.6234088,13.942176,-13.244284,6.0353703,-5.733263
3990,mulan,1509,371397.6658,2385455.926,0.7241786,19.686354,0.59774375,14.256436,-13.532258,5.4299173,-5.154096
3991,mulan,1510,371345.6658,2385455.426,0.78536767,27.5986,0.5314755,21.675049,-20.88968,5.923552,-5.7089195
3992,mulan,1511,371082.1658,2385453.926,0.75373155,23.101284,0.5669929,17.412167,-16.658436,5.6891174,-5.442849
3993,mulan,1512,371355.6658,2385453.926,0.79475385,27.391457,0.5203443,21.769466,-20.974712,5.621991,-5.4167447
3994,mulan,1514,370933.6658,2385452.426,0.7319485,20.0365,0.58986455,14.665687,-13.933738,5.3708143,-5.1027627
3995,mulan,1515,370904.6658,2385450.426,0.7147459,19.671543,0.60712475,14.060154,-13.345408,5.6113887,-5.3261347
3996,mulan,1516,370889.1658,2385449.926,0.7240097,21.192345,0.5979135,15.343463,-14.619453,5.8488817,-5.572891
3997,mulan,1517,371409.1658,2385449.426,0.73383456,19.714998,0.58793056,14.467547,-13.733712,5.2474513,-4.9812856
3998,mulan,1518,371274.1658,2385447.926,0.75202256,21.461254,0.568831,16.139347,-15.387324,5.3219066,-5.0739293
3999,mulan,1523,371345.6658,2385444.426,0.8434687,29.366327,0.4571967,24.769579,-23.92611,4.596749,-4.4402175
4000,mulan,1524,370875.6658,2385442.426,0.752433,22.176247,0.56839025,16.68614,-15.933707,5.4901066,-5.24254
4001,mulan,1525,371387.1658,2385439.426,0.7239977,20.496351,0.59792554,14.839312,-14.115314,5.6570396,-5.3810377
4002,mulan,1526,371375.1658,2385438.926,0.73568285,21.951128,0.5860271,16.149069,-15.413385,5.8020597,-5.5377426
4003,mulan,1529,370946.6658,2385433.926,0.7297532,19.896864,0.592105,14.5198,-13.790047,5.3770638,-5.1068172
4004,mulan,1531,371111.1658,2385432.926,0.7095579,18.977566,0.6122011,13.465681,-12.756124,5.511884,-5.221442
4005,mulan,1533,371210.2864,2385430.492,0.69617397,21.531404,0.62503624,14.989603,-14.293429,6.5418015,-6.237975
4006,mulan,1534,371106.1658,2385426.426,0.71486455,20.122076,0.6070079,14.384559,-13.669694,5.7375174,-5.4523816
4007,mulan,1535,371277.6658,2385426.426,0.81903285,27.004654,0.49009612,22.117699,-21.298666,4.8869553,-4.705988
4008,mulan,1536,371388.1658,2385426.426,0.73337513,21.144663,0.58840245,15.506969,-14.773595,5.637693,-5.371068
4009,mulan,1537,371396.1658,2385426.426,0.771979,23.276464,0.5468656,17.96894,-17.196962,5.3075233,-5.079502
4010,mulan,1538,371407.1658,2385425.926,0.80188125,25.55962,0.5116908,20.49578,-19.6939,5.06384,-4.865721
4011,mulan,1539,370853.6658,2385425.426,0.7472457,25.693485,0.5739283,19.199347,-18.4521,6.4941382,-6.241384
4012,mulan,1540,371175.6658,2385423.426,0.7649758,20.641542,0.5547012,15.79028,-15.025305,4.851262,-4.616238
4013,mulan,1542,370948.1658,2385421.926,0.7087048,19.561193,0.6130303,13.863112,-13.1544075,5.698081,-5.406786
4014,mulan,1543,371098.6658,2385419.926,0.70374644,20.156693,0.61781967,14.185201,-13.481454,5.971492,-5.6752386
4015,mulan,1545,371382.1658,2385419.926,0.7131367,19.8157,0.6087055,14.131303,-13.418166,5.6843977,-5.3975344
4016,mulan,1547,371103.6658,2385416.426,0.70229167,20.848467,0.61921513,14.641705,-13.939413,6.2067623,-5.909054
4017,mulan,1548,370863.6658,2385415.426,0.742331,24.816341,0.5791115,18.42194,-17.67961,6.394401,-6.136732
4018,mulan,1550,371402.1658,2385412.926,0.7902458,23.001514,0.5257271,18.17685,-17.386604,4.824665,-4.6149106
4019,mulan,1551,371395.6658,2385411.926,0.77280897,22.19522,0.54592746,17.152666,-16.379856,5.0425553,-4.815364
4020,mulan,1552,371415.1658,2385411.426,0.82304084,25.338154,0.4848815,20.854336,-20.031294,4.4838185,-4.306859
4021,mulan,1553,371196.6658,2385409.926,0.72731173,20.211533,0.5945834,14.700085,-13.972773,5.511448,-5.2387595
4022,mulan,1555,371047.6658,2385405.926,0.7727591,21.004704,0.5459839,16.231575,-15.458817,4.773128,-4.5458875
4023,mulan,1556,370880.1658,2385403.426,0.70513135,19.22061,0.61648715,13.553055,-12.847923,5.6675553,-5.3726864
4024,mulan,1557,370945.6658,2385403.426,0.739059,18.944595,0.5825287,14.001173,-13.262115,4.9434223,-4.6824813
4025,mulan,1558,371404.1658,2385403.426,0.78429914,22.582714,0.5327244,17.711603,-16.927303,4.871111,-4.6554103
4026,mulan,1559,371412.6658,2385403.426,0.7984214,23.623877,0.51591384,18.861809,-18.063387,4.7620683,-4.5604897
4027,mulan,1560,371426.1658,2385402.926,0.82801837,25.33916,0.4783106,20.98129,-20.153273,4.35787,-4.185889
4028,mulan,1562,371180.6658,2385399.426,0.79587704,24.36765,0.5189924,19.393652,-18.597775,4.9739966,-4.7698736
4029,mulan,1563,371203.1658,2385398.426,0.7611868,23.251299,0.5588821,17.698582,-16.937395,5.5527177,-5.3139043
4030,mulan,1564,370861.6658,2385396.426,0.7263923,23.592257,0.5955131,17.137234,-16.410841,6.4550223,-6.1814146
4031,mulan,1565,371400.1658,2385395.926,0.7850101,22.15831,0.5318938,17.394497,-16.609488,4.763813,-4.548823
4032,mulan,1566,370848.6658,2385394.926,0.79094756,28.633963,0.52489364,22.647963,-21.857016,5.986,-5.7769475
4033,mulan,1567,370935.1658,2385391.926,0.71035504,19.367996,0.6114249,13.758154,-13.047799,5.6098423,-5.3201976
4034,mulan,1568,371042.1658,2385391.926,0.8289703,24.77428,0.4770416,20.537144,-19.708172,4.2371373,-4.0661077
4035,mulan,1569,371196.1658,2385387.926,0.7709631,23.148071,0.5480111,17.846308,-17.075346,5.301763,-5.0727262
4036,mulan,1570,371478.1658,2385386.926,0.7002912,21.038397,0.62112695,14.733005,-14.032713,6.3053923,-6.0056834
4037,mulan,1571,371121.1658,2385384.926,0.83769464,27.692038,0.4652198,23.197472,-22.359777,4.494566,-4.3322606
4038,mulan,1572,371436.1658,2385384.926,0.82335037,26.706915,0.48447606,21.98915,-21.165798,4.717767,-4.541117
4039,mulan,1573,371427.1658,2385383.426,0.832167,26.53467,0.47275054,22.081278,-21.249111,4.4533925,-4.2855597
4040,mulan,1574,370845.6658,2385382.926,0.7584161,25.289352,0.5619141,19.179852,-18.421436,6.1095,-5.867916
4041,mulan,1575,370951.6658,2385382.426,0.82866156,24.981852,0.47745362,20.7015,-19.872839,4.2803516,-4.109013
4042,mulan,1576,370869.6658,2385381.926,0.6716413,19.374184,0.6476466,13.012502,-12.34086,6.361682,-6.0333233
4043,mulan,1577,371172.6658,2385381.426,0.73981094,22.515116,0.58174574,16.656929,-15.917118,5.8581867,-5.5979977
4044,mulan,1579,370936.1658,2385380.426,0.7836943,23.078419,0.5334296,18.086426,-17.30273,4.991993,-4.775687
4045,mulan,1580,371399.1658,2385377.926,0.8083871,27.107105,0.50363207,21.913034,-21.104647,5.194071,-5.002458
4046,mulan,1583,371040.1658,2385373.926,0.81606656,24.93856,0.49391282,20.351526,-19.53546,4.587035,-4.403102
4047,mulan,1584,371055.6658,2385370.926,0.71848965,20.43681,0.6034252,14.683636,-13.965146,5.7531734,-5.471663
4048,mulan,1585,371107.6658,2385370.426,0.84440434,27.422432,0.45588112,23.15562,-22.311216,4.2668114,-4.1112156
4049,mulan,1586,371473.6658,2385369.926,0.6818991,21.885262,0.6383311,14.923539,-14.24164,6.961722,-6.643621
4050,mulan,1587,371403.6658,2385369.426,0.829701,28.02864,0.4760648,23.255392,-22.42569,4.773249,-4.60295
4051,mulan,1588,371359.1658,2385368.926,0.76889133,20.597158,0.5503378,15.836977,-15.068086,4.760182,-4.529073
4052,mulan,1589,371420.6658,2385367.926,0.8542085,26.367512,0.4418191,22.523354,-21.669146,3.8441584,-3.6983669
4053,mulan,1591,371543.1658,2385365.926,0.67461085,18.62345,0.6449697,12.563581,-11.88897,6.0598683,-5.734479
4054,mulan,1592,371381.1658,2385363.926,0.807848,28.365446,0.50430584,22.914968,-22.10712,5.450478,-5.258326
4055,mulan,1593,371091.1658,2385363.426,0.7383719,21.573452,0.58324295,15.929231,-15.190859,5.6442213,-5.382593
4056,mulan,1597,371412.1658,2385360.926,0.84045786,29.014957,0.46140075,24.385849,-23.545391,4.6291084,-4.4695663
4057,mulan,1598,371426.6658,2385360.926,0.8587264,27.279602,0.43516135,23.425714,-22.566988,3.853888,-3.7126145
4058,mulan,1600,371335.1658,2385357.426,0.72663534,22.21679,0.5952676,16.143503,-15.416869,6.073285,-5.7999206
4059,mulan,1601,371504.6658,2385357.426,0.6664688,22.595304,0.6522714,15.059066,-14.392596,7.536239,-7.202708
4060,mulan,1602,371359.1658,2385356.926,0.7755491,21.521824,0.5428156,16.69123,-15.915683,4.8305926,-4.6061416
4061,mulan,1603,371439.1658,2385356.926,0.8211673,25.015844,0.48732743,20.542192,-19.721025,4.4736514,-4.2948184
4062,mulan,1604,371286.1658,2385356.426,0.73145574,24.928171,0.5903684,18.233854,-17.502398,6.6943173,-6.425773
4063,mulan,1606,371099.1658,2385355.926,0.8036335,25.420042,0.5095356,20.428398,-19.624763,4.9916444,-4.795278
4064,mulan,1607,370915.1658,2385355.426,0.7305724,21.477999,0.59127027,15.691233,-14.960661,5.7867656,-5.517338
4065,mulan,1608,371080.1658,2385355.426,0.7123613,20.28963,0.6094652,14.4535475,-13.741186,5.8360834,-5.5484447
4066,mulan,1609,371178.1658,2385355.426,0.6705579,18.432442,0.6486192,12.36002,-11.689462,6.072422,-5.74298
4067,mulan,1610,371456.1658,2385355.426,0.72100353,22.783802,0.6009236,16.427202,-15.706198,6.3566003,-6.077604
4068,mulan,1611,370958.6658,2385354.426,0.7716396,22.066605,0.54724866,17.027466,-16.255827,5.039139,-4.8107786
4069,mulan,1613,371119.6658,2385353.426,0.8811726,29.122849,0.40019354,25.662256,-24.781084,3.4605925,-3.341765
4070,mulan,1615,371468.6658,2385351.926,0.6475778,20.992388,0.6687674,13.594205,-12.946627,7.398183,-7.0457606
4071,mulan,1616,371403.6658,2385350.426,0.82567835,29.835632,0.481413,24.634636,-23.808958,5.200997,-5.026675
4072,mulan,1619,371382.6658,2385349.926,0.8237111,29.164934,0.48400295,24.02348,-23.199768,5.141454,-4.965165
4073,mulan,1621,371476.6658,2385349.426,0.61347175,19.746838,0.6970882,12.114127,-11.500655,7.6327105,-7.2461824
4074,mulan,1622,371538.1658,2385348.926,0.7237293,20.67222,0.5981951,14.961092,-14.237363,5.7111287,-5.434858
4075,mulan,1623,371415.6658,2385347.426,0.8280036,28.448763,0.47833025,23.555677,-22.727674,4.893085,-4.721089
4076,mulan,1624,370854.6658,2385346.926,0.68930036,19.58852,0.6314873,13.502374,-12.813073,6.0861464,-5.7754464
4077,mulan,1625,371028.6658,2385346.926,0.7974544,25.326288,0.5170865,20.19656,-19.399105,5.129728,-4.927182
4078,mulan,1627,371110.6658,2385346.426,0.86066175,27.482328,0.43227312,23.652988,-22.792328,3.8293397,-3.6900015
4079,mulan,1631,371074.6658,2385344.926,0.70456105,18.213617,0.61703634,12.832605,-12.128044,5.381012,-5.0855727
4080,mulan,1633,371374.6658,2385341.426,0.7895829,25.149029,0.52651286,19.857243,-19.067661,5.2917857,-5.0813684
4081,mulan,1634,370956.6658,2385340.926,0.734229,22.277357,0.587525,16.356682,-15.622454,5.920675,-5.654904
4082,mulan,1635,371196.6658,2385339.426,0.7529361,22.812536,0.56784934,17.176382,-16.423447,5.6361537,-5.3890896
4083,mulan,1636,371175.6658,2385338.926,0.7332802,23.334053,0.58849996,17.1104,-16.37712,6.2236543,-5.9569345
4084,mulan,1637,371399.6658,2385338.426,0.8115575,28.996006,0.49964735,23.531925,-22.720367,5.464081,-5.275638
4085,mulan,1638,370865.1658,2385337.426,0.6951116,20.866379,0.6260394,14.504461,-13.80935,6.3619175,-6.057029
4086,mulan,1639,371430.6658,2385336.926,0.81319004,25.202732,0.49758035,20.494612,-19.681421,4.7081213,-4.5213113
4087,mulan,1641,371155.1658,2385334.926,0.67064553,19.826641,0.6485406,13.296648,-12.626002,6.5299926,-6.2006383
4088,mulan,1642,371375.6658,2385332.926,0.7638965,22.489304,0.5558962,17.1795,-16.415604,5.3098025,-5.0736995
4089,mulan,1643,371192.6658,2385331.926,0.78177196,24.295387,0.5356635,18.993452,-18.211681,5.3019347,-5.083707
4090,mulan,1644,371116.1658,2385330.926,0.7230104,19.770924,0.59891635,14.294584,-13.571573,5.47634,-5.1993504
4091,mulan,1645,371081.6658,2385329.426,0.74390453,22.138237,0.5774587,16.468735,-15.724831,5.6695023,-5.413407
4092,mulan,1649,371180.1658,2385326.926,0.7878777,26.352503,0.52852744,20.762548,-19.97467,5.589954,-5.377832
4093,mulan,1650,371443.6658,2385326.926,0.7825544,24.681364,0.5347557,19.31451,-18.531956,5.366854,-5.149409
4094,mulan,1651,371128.1658,2385325.926,0.6541079,16.92216,0.6631337,11.068918,-10.41481,5.8532405,-5.5073485
4095,mulan,1653,371398.6658,2385324.926,0.8148561,26.27724,0.49546012,21.41217,-20.597315,4.8650703,-4.6799264
4096,mulan,1654,371161.1658,2385324.426,0.7172174,22.499683,0.60468584,16.137163,-15.419947,6.3625193,-6.0797367
4097,mulan,1655,371414.6658,2385323.426,0.8158027,24.122746,0.4942506,19.679401,-18.863598,4.4433446,-4.2591476
4098,mulan,1657,371052.6658,2385321.426,0.7392308,22.420435,0.5823499,16.573875,-15.834645,5.8465586,-5.585789
4099,mulan,1658,371152.1658,2385321.426,0.6178545,17.523947,0.69354826,10.827249,-10.209394,6.6966977,-6.3145523
4100,mulan,1659,371435.6658,2385321.426,0.77975976,22.617973,0.53798926,17.636585,-16.856825,4.9813876,-4.7611475
4101,mulan,1660,370875.1658,2385320.426,0.72412604,23.084156,0.5977966,16.71584,-15.991713,6.3683176,-6.0924435
4102,mulan,1661,370952.6658,2385317.426,0.76077807,22.53908,0.5593307,17.147238,-16.38646,5.3918424,-5.1526203
4103,mulan,1662,370918.6658,2385316.926,0.7145001,22.590757,0.6073665,16.1411,-15.426599,6.4496584,-6.1641583
4104,mulan,1663,371204.6658,2385314.426,0.81434834,23.927889,0.4961075,19.485636,-18.671288,4.442252,-4.256601
4105,mulan,1664,371448.1658,2385314.426,0.76666915,23.679886,0.55281955,18.154638,-17.387968,5.5252476,-5.291917
4106,mulan,1665,371421.1658,2385312.926,0.79173225,21.735598,0.52395976,17.208775,-16.417042,4.526824,-4.3185563
4107,mulan,1666,371466.1658,2385312.926,0.81094867,26.901392,0.5004155,21.815647,-21.0047,5.085744,-4.8966928
4108,mulan,1667,371096.6658,2385310.926,0.688516,19.659922,0.6322175,13.536171,-12.847655,6.1237507,-5.812267
4109,mulan,1669,371184.6658,2385310.926,0.8283096,25.8504,0.4779228,21.412136,-20.583826,4.438266,-4.2665753
4110,mulan,1670,370909.1658,2385309.926,0.6984066,20.694733,0.62292063,14.453338,-13.7549305,6.2413955,-5.9398017
4111,mulan,1671,370863.1658,2385309.426,0.77382916,24.467684,0.5447715,18.933807,-18.159979,5.5338764,-5.307706
4112,mulan,1672,370890.1658,2385308.926,0.74563617,22.279007,0.5756325,16.612034,-15.866397,5.6669736,-5.4126096
4113,mulan,1673,371068.6658,2385308.926,0.7426272,22.107546,0.5788009,16.417665,-15.675037,5.689881,-5.432508
4114,mulan,1674,371157.1658,2385306.926,0.64543957,19.862467,0.67059684,12.820022,-12.1745825,7.0424447,-6.6878843
4115,mulan,1675,371233.6658,2385305.926,0.759653,20.405293,0.5605632,15.500941,-14.741288,4.904351,-4.6640043
4116,mulan,1676,371427.1658,2385305.426,0.71421266,18.786829,0.6076492,13.417791,-12.703578,5.369038,-5.0832505
4117,mulan,1677,371437.6658,2385304.926,0.7319377,19.625933,0.5898755,14.36496,-13.633022,5.2609725,-4.9929104
4118,mulan,1680,371351.6658,2385302.426,0.6931179,19.562466,0.62791586,13.559095,-12.865977,6.0033703,-5.696488
4119,mulan,1681,371398.1658,2385302.426,0.833034,26.976421,0.4715788,22.472275,-21.639242,4.5041456,-4.3371797
4120,mulan,1682,371118.6658,2385301.926,0.5942917,14.522821,0.71225476,8.630792,-8.0365,5.8920293,-5.486321
4121,mulan,1683,371374.1658,2385300.926,0.7630183,24.207808,0.5568662,18.471,-17.707983,5.7368073,-5.4998255
4122,mulan,1684,371146.6658,2385299.926,0.5711264,16.077065,0.72990036,9.182036,-8.610909,6.8950286,-6.466155
4123,mulan,1685,371205.1658,2385297.926,0.769364,21.83626,0.5498081,16.800032,-16.030668,5.0362277,-4.8055916
4124,mulan,1686,371225.1658,2385295.426,0.7563406,22.10259,0.56417155,16.717087,-15.960747,5.3855033,-5.1418443
4125,mulan,1687,371281.6658,2385295.426,0.7759844,23.781431,0.5423191,18.45402,-17.678036,5.3274117,-5.103396
4126,mulan,1688,371385.1658,2385293.426,0.79570675,25.985212,0.51919764,20.676609,-19.880901,5.3086033,-5.10431
4127,mulan,1689,371465.6658,2385293.426,0.79186,25.322836,0.5238076,20.052141,-19.26028,5.2706957,-5.0625553
4128,mulan,1691,370920.1658,2385290.426,0.68795156,18.919903,0.63274235,13.015977,-12.328025,5.903926,-5.5918775
4129,mulan,1694,370894.6658,2385287.426,0.7736334,21.155926,0.5449935,16.366932,-15.593298,4.7889943,-4.562628
4130,mulan,1695,371187.6658,2385286.426,0.7243203,20.233112,0.59760135,14.655253,-13.930934,5.5778584,-5.302179
4131,mulan,1696,371202.1658,2385286.426,0.7434727,20.837238,0.5779129,15.491918,-14.7484455,5.3453207,-5.0887933
4132,mulan,1697,371154.1658,2385284.926,0.619922,18.186588,0.6918685,11.274266,-10.654344,6.9123225,-6.532244
4133,mulan,1698,371250.1658,2385284.926,0.788956,23.589228,0.5272546,18.610863,-17.821907,4.9783654,-4.767321
4134,mulan,1699,370877.1658,2385282.426,0.8610169,27.204947,0.4317407,23.42392,-22.562902,3.781027,-3.6420438
4135,mulan,1701,371115.6658,2385280.926,0.61034596,17.137468,0.6995957,10.4597845,-9.849439,6.677684,-6.2880297
4136,mulan,1702,370868.1658,2385275.926,0.8537523,26.747868,0.44248495,22.836054,-21.982302,3.9118137,-3.765566
4137,mulan,1703,371157.6658,2385274.926,0.6483359,17.385164,0.66811705,11.271425,-10.62309,6.1137385,-5.7620745
